"","","","*Unraised","HarmonizeBack","HarmonizeFront"
"","","","*Unraised","HarmonizeBack","HarmonizeFront"
"","proza-RAISE-F","0","","0.991916182383616",""
"","proza-RAISE-B","16","","","0.00808381761638377"
"puchila","puchila-F","0","1","0.953018535125759",""
"","puchila-B","0","1","","0.0469814648742406"
"","puchila-RAISE-F","0","","0.953018535125759",""
"","puchila-RAISE-B","3","","","0.0469814648742406"
"pura","pura-F","0","1","0.962385278281779",""
"","pura-B","0","1","","0.037614721718221"
"","pura-RAISE-F","0","","0.962385278281779",""
"","pura-RAISE-B","9","","","0.037614721718221"
"pürme","pürme-F","0","1","0.175550158920173",""
"","pürme-B","0","1","","0.824449841079827"
"","pürme-RAISE-F","1","","0.175550158920173",""
"","pürme-RAISE-B","0","","","0.824449841079827"
"purset","purset-F","0","1","0.00339588287727808",""
"","purset-B","0","1","","0.996604117122722"
"","purset-RAISE-F","790","","0.00339588287727808",""
"","purset-RAISE-B","7","","","0.996604117122722"
"purzhina","purzhina-F","0","1","0.928854558515748",""
"","purzhina-B","0","1","","0.0711454414842523"
"","purzhina-RAISE-F","0","","0.928854558515748",""
"","purzhina-RAISE-B","3","","","0.0711454414842523"
"putlash","putlash-F","0","1","0.964115385064296",""
"","putlash-B","0","1","","0.0358846149357045"
"","putlash-RAISE-F","0","","0.964115385064296",""
"","putlash-RAISE-B","3","","","0.0358846149357045"
"pütünle","pütünle-F","0","1","0.237165686496002",""
"","pütünle-B","0","1","","0.762834313503998"
"","pütünle-RAISE-F","1","","0.237165686496002",""
"","pütünle-RAISE-B","0","","","0.762834313503998"
"pütünlesh","pütünlesh-F","0","1","0.149729924510536",""
"","pütünlesh-B","0","1","","0.850270075489465"
"","pütünlesh-RAISE-F","5","","0.149729924510536",""
"","pütünlesh-RAISE-B","0","","","0.850270075489465"
"püwle","püwle-F","0","1","0.066550677872043",""
"","püwle-B","0","1","","0.933449322127957"
"","püwle-RAISE-F","8","","0.066550677872043",""
"","püwle-RAISE-B","0","","","0.933449322127957"
"puxta","puxta-F","0","1","0.953010964067943",""
"","puxta-B","0","1","","0.0469890359320574"
"","puxta-RAISE-F","0","","0.953010964067943",""
"","puxta-RAISE-B","4","","","0.0469890359320574"
"puxtila","puxtila-F","0","1","0.949919504980549",""
"","puxtila-B","0","1","","0.050080495019451"
"","puxtila-RAISE-F","0","","0.949919504980549",""
"","puxtila-RAISE-B","2","","","0.050080495019451"
"qa'ide","qa'ide-F","0","1","0.0134180741438552",""
"","qa'ide-B","0","1","","0.986581925856145"
"","qa'ide-RAISE-F","402","","0.0134180741438552",""
"","qa'ide-RAISE-B","0","","","0.986581925856145"
"qabiliyet","qabiliyet-F","0","1","0.00912665793193032",""
"","qabiliyet-B","0","1","","0.99087334206807"
"","qabiliyet-RAISE-F","143","","0.00912665793193032",""
"","qabiliyet-RAISE-B","0","","","0.99087334206807"
"qabilyet","qabilyet-F","0","1","0.115387584807486",""
"","qabilyet-B","0","1","","0.884612415192514"
"","qabilyet-RAISE-F","5","","0.115387584807486",""
"","qabilyet-RAISE-B","0","","","0.884612415192514"
"qacha","qacha-F","0","1","0.993937151360775",""
"","qacha-B","0","1","","0.00606284863922535"
"","qacha-RAISE-F","0","","0.993937151360775",""
"","qacha-RAISE-B","110","","","0.00606284863922535"
"qachila","qachila-F","0","1","0.992079687310144",""
"","qachila-B","0","1","","0.00792031268985649"
"","qachila-RAISE-F","0","","0.992079687310144",""
"","qachila-RAISE-B","14","","","0.00792031268985649"
"qalaymiqanlash","qalaymiqanlash-F","0","1","0.962863969371482",""
"","qalaymiqanlash-B","0","1","","0.0371360306285183"
"","qalaymiqanlash-RAISE-F","0","","0.962863969371482",""
"","qalaymiqanlash-RAISE-B","2","","","0.0371360306285183"
"qama","qama-F","0","1","0.994872683499101",""
"","qama-B","0","1","","0.00512731650089937"
"","qama-RAISE-F","0","","0.994872683499101",""
"","qama-RAISE-B","6","","","0.00512731650089937"
"qamal","qamal-F","0","1","0.995127319180731",""
"","qamal-B","0","1","","0.0048726808192685"
"","qamal-RAISE-F","0","","0.995127319180731",""
"","qamal-RAISE-B","72","","","0.0048726808192685"
"qamalla","qamalla-F","0","1","0.880924449858308",""
"","qamalla-B","0","1","","0.119075550141692"
"","qamalla-RAISE-F","0","","0.880924449858308",""
"","qamalla-RAISE-B","2","","","0.119075550141692"
"qamaqxana","qamaqxana-F","0","1","0.994012586380869",""
"","qamaqxana-B","0","1","","0.00598741361913113"
"","qamaqxana-RAISE-F","0","","0.994012586380869",""
"","qamaqxana-RAISE-B","331","","","0.00598741361913113"
"qamcha","qamcha-F","0","1","0.990930724918736",""
"","qamcha-B","0","1","","0.00906927508126398"
"","qamcha-RAISE-F","1","","0.990930724918736",""
"","qamcha-RAISE-B","11","","","0.00906927508126398"
"qamchila","qamchila-F","0","1","0.935613375204517",""
"","qamchila-B","0","1","","0.0643866247954833"
"","qamchila-RAISE-F","0","","0.935613375204517",""
"","qamchila-RAISE-B","3","","","0.0643866247954833"
"qamda","qamda-F","0","1","0.964200993709274",""
"","qamda-B","0","1","","0.0357990062907261"
"","qamda-RAISE-F","0","","0.964200993709274",""
"","qamda-RAISE-B","10","","","0.0357990062907261"
"qamet","qamet-F","0","1","0.0220922272075546",""
"","qamet-B","0","1","","0.977907772792445"
"","qamet-RAISE-F","13","","0.0220922272075546",""
"","qamet-RAISE-B","0","","","0.977907772792445"
"qamlash","qamlash-F","0","1","0.978172098642468",""
"","qamlash-B","0","1","","0.0218279013575319"
"","qamlash-RAISE-F","0","","0.978172098642468",""
"","qamlash-RAISE-B","1","","","0.0218279013575319"
"qana","qana-F","0","1","0.966504208577489",""
"","qana-B","0","1","","0.0334957914225108"
"","qana-RAISE-F","0","","0.966504208577489",""
"","qana-RAISE-B","2","","","0.0334957914225108"
"qana'et","qana'et-F","0","1","0.00470071860871481",""
"","qana'et-B","0","1","","0.995299281391285"
"","qana'et-RAISE-F","2","","0.00470071860871481",""
"","qana'et-RAISE-B","0","","","0.995299281391285"
"qana'etlen","qana'etlen-F","0","1","0.048540800651014",""
"","qana'etlen-B","0","1","","0.951459199348986"
"","qana'etlen-RAISE-F","2","","0.048540800651014",""
"","qana'etlen-RAISE-B","0","","","0.951459199348986"
"qanal","qanal-F","0","1","0.996607731207561",""
"","qanal-B","0","1","","0.00339226879243915"
"","qanal-RAISE-F","0","","0.996607731207561",""
"","qanal-RAISE-B","261","","","0.00339226879243915"
"qanat","qanat-F","0","1","0.998322128204264",""
"","qanat-B","0","1","","0.00167787179573597"
"","qanat-RAISE-F","0","","0.998322128204264",""
"","qanat-RAISE-B","55","","","0.00167787179573597"
"qanatlan","qanatlan-F","0","1","0.962020501017538",""
"","qanatlan-B","0","1","","0.0379794989824623"
"","qanatlan-RAISE-F","0","","0.962020501017538",""
"","qanatlan-RAISE-B","2","","","0.0379794989824623"
"qanche","qanche-F","0","1","0.0213898427646537",""
"","qanche-B","0","1","","0.978610157235346"
"","qanche-RAISE-F","2872","","0.0213898427646537",""
"","qanche-RAISE-B","48","","","0.978610157235346"
"qanuniyet","qanuniyet-F","0","1","0.0111191669453048",""
"","qanuniyet-B","0","1","","0.988880833054695"
"","qanuniyet-RAISE-F","48","","0.0111191669453048",""
"","qanuniyet-RAISE-B","0","","","0.988880833054695"
"qapartma","qapartma-F","0","1","0.981635069165733",""
"","qapartma-B","0","1","","0.0183649308342669"
"","qapartma-RAISE-F","0","","0.981635069165733",""
"","qapartma-RAISE-B","6","","","0.0183649308342669"
"qapla","qapla-F","0","1","0.992208312542233",""
"","qapla-B","0","1","","0.00779168745776671"
"","qapla-RAISE-F","0","","0.992208312542233",""
"","qapla-RAISE-B","21","","","0.00779168745776671"
"qara","qara-F","0","1","0.999036574750777",""
"","qara-B","0","1","","0.000963425249222771"
"","qara-RAISE-F","0","","0.999036574750777",""
"","qara-RAISE-B","2602","","","0.000963425249222771"
"qaram","qaram-F","0","1","0.983091268481523",""
"","qaram-B","0","1","","0.0169087315184774"
"","qaram-RAISE-F","0","","0.983091268481523",""
"","qaram-RAISE-B","2","","","0.0169087315184774"
"qarangghulash","qarangghulash-F","0","1","0.968110783643316",""
"","qarangghulash-B","0","1","","0.0318892163566841"
"","qarangghulash-RAISE-F","0","","0.968110783643316",""
"","qarangghulash-RAISE-B","1","","","0.0318892163566841"
"qarash","qarash-F","0","1","0.998820424888976",""
"","qarash-B","0","1","","0.00117957511102418"
"","qarash-RAISE-F","1.00000000000001","","0.998820424888976",""
"","qarash-RAISE-B","449","","","0.00117957511102418"
"qarat","qarat-F","0","1","0.993654564160668",""
"","qarat-B","0","1","","0.00634543583933223"
"","qarat-RAISE-F","0","","0.993654564160668",""
"","qarat-RAISE-B","36","","","0.00634543583933223"
"qarawulxana","qarawulxana-F","0","1","0.984478167342315",""
"","qarawulxana-B","0","1","","0.015521832657685"
"","qarawulxana-RAISE-F","0","","0.984478167342315",""
"","qarawulxana-RAISE-B","42","","","0.015521832657685"
"qaray","qaray-F","0","1","0.970407046531295",""
"","qaray-B","0","1","","0.0295929534687054"
"","qaray-RAISE-F","0","","0.970407046531295",""
"","qaray-RAISE-B","24","","","0.0295929534687054"
"qarila","qarila-F","0","1","0.994937202629069",""
"","qarila-B","0","1","","0.00506279737093052"
"","qarila-RAISE-F","0","","0.994937202629069",""
"","qarila-RAISE-B","16","","","0.00506279737093052"
"qarshilash","qarshilash-F","0","1","0.987744006485526",""
"","qarshilash-B","0","1","","0.0122559935144736"
"","qarshilash-RAISE-F","0","","0.987744006485526",""
"","qarshilash-RAISE-B","14","","","0.0122559935144736"
"qasha","qasha-F","0","1","0.974860015473072",""
"","qasha-B","0","1","","0.0251399845269276"
"","qasha-RAISE-F","0","","0.974860015473072",""
"","qasha-RAISE-B","3","","","0.0251399845269276"
"qassapxana","qassapxana-F","0","1","0.939252326769961",""
"","qassapxana-B","0","1","","0.0607476732300393"
"","qassapxana-RAISE-F","0","","0.939252326769961",""
"","qassapxana-RAISE-B","1","","","0.0607476732300393"
"qatlam","qatlam-F","0","1","0.997461172670129",""
"","qatlam-B","0","1","","0.00253882732987076"
"","qatlam-RAISE-F","0","","0.997461172670129",""
"","qatlam-RAISE-B","1","","","0.00253882732987076"
"qatlima","qatlima-F","0","1","0.880924449858308",""
"","qatlima-B","0","1","","0.119075550141692"
"","qatlima-RAISE-F","0","","0.880924449858308",""
"","qatlima-RAISE-B","2","","","0.119075550141692"
"qatnash","qatnash-F","0","1","0.998466335858246",""
"","qatnash-B","0","1","","0.00153366414175382"
"","qatnash-RAISE-F","0","","0.998466335858246",""
"","qatnash-RAISE-B","121","","","0.00153366414175382"
"qawaqxana","qawaqxana-F","0","1","0.97952554136104",""
"","qawaqxana-B","0","1","","0.0204744586389596"
"","qawaqxana-RAISE-F","0","","0.97952554136104",""
"","qawaqxana-RAISE-B","9","","","0.0204744586389596"
"qaycha","qaycha-F","0","1","0.982103532250235",""
"","qaycha-B","0","1","","0.0178964677497646"
"","qaycha-RAISE-F","0","","0.982103532250235",""
"","qaycha-RAISE-B","4","","","0.0178964677497646"
"qayna","qayna-F","0","1","0.993429994317509",""
"","qayna-B","0","1","","0.00657000568249055"
"","qayna-RAISE-F","0","","0.993429994317509",""
"","qayna-RAISE-B","5","","","0.00657000568249055"
"qaynam","qaynam-F","0","1","0.993699903072462",""
"","qaynam-B","0","1","","0.00630009692753786"
"","qaynam-RAISE-F","0","","0.993699903072462",""
"","qaynam-RAISE-B","225","","","0.00630009692753786"
"qaynash","qaynash-F","0","1","0.939252326769961",""
"","qaynash-B","0","1","","0.0607476732300393"
"","qaynash-RAISE-F","0","","0.939252326769961",""
"","qaynash-RAISE-B","1","","","0.0607476732300393"
"qaynat","qaynat-F","0","1","0.980294185428969",""
"","qaynat-B","0","1","","0.0197058145710307"
"","qaynat-RAISE-F","0","","0.980294185428969",""
"","qaynat-RAISE-B","5","","","0.0197058145710307"
"qayra","qayra-F","0","1","0.946267112091737",""
"","qayra-B","0","1","","0.0537328879082628"
"","qayra-RAISE-F","0","","0.946267112091737",""
"","qayra-RAISE-B","5","","","0.0537328879082628"
"qaytila","qaytila-F","0","1","0.978453616741047",""
"","qaytila-B","0","1","","0.0215463832589526"
"","qaytila-RAISE-F","0","","0.978453616741047",""
"","qaytila-RAISE-B","15","","","0.0215463832589526"
"qaza","qaza-F","0","1","0.997446727898342",""
"","qaza-B","0","1","","0.0025532721016579"
"","qaza-RAISE-F","0","","0.997446727898342",""
"","qaza-RAISE-B","237","","","0.0025532721016579"
"qazala","qazala-F","0","1","0.923789143168673",""
"","qazala-B","0","1","","0.0762108568313269"
"","qazala-RAISE-F","0","","0.923789143168673",""
"","qazala-RAISE-B","2","","","0.0762108568313269"
"qebihlesh","qebihlesh-F","0","1","0.0535794418563619",""
"","qebihlesh-B","0","1","","0.946420558143638"
"","qebihlesh-RAISE-F","1","","0.0535794418563619",""
"","qebihlesh-RAISE-B","0","","","0.946420558143638"
"qebile","qebile-F","0","1","0.0189821506054342",""
"","qebile-B","0","1","","0.981017849394566"
"","qebile-RAISE-F","422","","0.0189821506054342",""
"","qebile-RAISE-B","0","","","0.981017849394566"
"qebre","qebre-F","0","1","0.0212595239346997",""
"","qebre-B","0","1","","0.9787404760653"
"","qebre-RAISE-F","312","","0.0212595239346997",""
"","qebre-RAISE-B","0","","","0.9787404760653"
"qedirle","qedirle-F","0","1","0.0933439526708262",""
"","qedirle-B","0","1","","0.906656047329174"
"","qedirle-RAISE-F","62","","0.0933439526708262",""
"","qedirle-RAISE-B","0","","","0.906656047329174"
"qehwexana","qehwexana-F","0","1","0.97839735751357",""
"","qehwexana-B","0","1","","0.0216026424864301"
"","qehwexana-RAISE-F","0","","0.97839735751357",""
"","qehwexana-RAISE-B","19","","","0.0216026424864301"
"qelem","qelem-F","0","1","0.00383446818459714",""
"","qelem-B","0","1","","0.996165531815403"
"","qelem-RAISE-F","352","","0.00383446818459714",""
"","qelem-RAISE-B","0","","","0.996165531815403"
"qemer","qemer-F","0","1","0.0118667951396285",""
"","qemer-B","0","1","","0.988133204860371"
"","qemer-RAISE-F","1","","0.0118667951396285",""
"","qemer-RAISE-B","0","","","0.988133204860371"
"qepes","qepes-F","0","1","0.0079219670666634",""
"","qepes-B","0","1","","0.992078032933337"
"","qepes-RAISE-F","4","","0.0079219670666634",""
"","qepes-RAISE-B","0","","","0.992078032933337"
"qepez","qepez-F","0","1","0.00700597815705863",""
"","qepez-B","0","1","","0.992994021842941"
"","qepez-RAISE-F","2","","0.00700597815705863",""
"","qepez-RAISE-B","0","","","0.992994021842941"
"qerne","qerne-F","0","1","0.0403198305526408",""
"","qerne-B","0","1","","0.959680169447359"
"","qerne-RAISE-F","1","","0.0403198305526408",""
"","qerne-RAISE-B","0","","","0.959680169447359"
"qesem","qesem-F","0","1","0.00446120937324931",""
"","qesem-B","0","1","","0.995538790626751"
"","qesem-RAISE-F","9","","0.00446120937324931",""
"","qesem-RAISE-B","0","","","0.995538790626751"
"qeside","qeside-F","0","1","0.0489345335919383",""
"","qeside-B","0","1","","0.951065466408062"
"","qeside-RAISE-F","17","","0.0489345335919383",""
"","qeside-RAISE-B","0","","","0.951065466408062"
"qetre","qetre-F","0","1","0.0525054377777007",""
"","qetre-B","0","1","","0.947494562222299"
"","qetre-RAISE-F","11","","0.0525054377777007",""
"","qetre-RAISE-B","0","","","0.947494562222299"
"qewet","qewet-F","0","1","0.00417128949738438",""
"","qewet-B","0","1","","0.995828710502616"
"","qewet-RAISE-F","61","","0.00417128949738438",""
"","qewet-RAISE-B","0","","","0.995828710502616"
"qeyer","qeyer-F","0","1","0.0028757218832049",""
"","qeyer-B","0","1","","0.997124278116795"
"","qeyer-RAISE-F","55","","0.0028757218832049",""
"","qeyer-RAISE-B","0","","","0.997124278116795"
"qimarxana","qimarxana-F","0","1","0.979141815436228",""
"","qimarxana-B","0","1","","0.0208581845637716"
"","qimarxana-RAISE-F","0","","0.979141815436228",""
"","qimarxana-RAISE-B","19","","","0.0208581845637716"
"qimmetle","qimmetle-F","0","1","0.16944620001075",""
"","qimmetle-B","0","1","","0.83055379998925"
"","qimmetle-RAISE-F","7","","0.16944620001075",""
"","qimmetle-RAISE-B","0","","","0.83055379998925"
"qira'etxana","qira'etxana-F","0","1","0.975957530411016",""
"","qira'etxana-B","0","1","","0.0240424695889836"
"","qira'etxana-RAISE-F","0","","0.975957530411016",""
"","qira'etxana-RAISE-B","4","","","0.0240424695889836"
"qiyamet","qiyamet-F","0","1","0.00397543112369303",""
"","qiyamet-B","0","1","","0.996024568876307"
"","qiyamet-RAISE-F","1","","0.00397543112369303",""
"","qiyamet-RAISE-B","0","","","0.996024568876307"
"qiyapet","qiyapet-F","0","1","0.0135084662165118",""
"","qiyapet-B","0","1","","0.986491533783488"
"","qiyapet-RAISE-F","192","","0.0135084662165118",""
"","qiyapet-RAISE-B","2","","","0.986491533783488"
"qiyasla","qiyasla-F","0","1","0.914880197714626",""
"","qiyasla-B","0","1","","0.0851198022853741"
"","qiyasla-RAISE-F","0","","0.914880197714626",""
"","qiyasla-RAISE-B","2","","","0.0851198022853741"
"qobulxana","qobulxana-F","0","1","0.992529668827614",""
"","qobulxana-B","0","1","","0.00747033117238582"
"","qobulxana-RAISE-F","0","","0.992529668827614",""
